Pokemon,Move,Accuracy,BasePower,Category,PP,Priority,CritRatio,Target,Type
skiploom,rest,TRUE,0,Status,5,0,1,self,Psychic
jumpluff,rest,TRUE,0,Status,5,0,1,self,Psychic
aipom,rest,TRUE,0,Status,5,0,1,self,Psychic
sunkern,rest,TRUE,0,Status,5,0,1,self,Psychic
sunflora,rest,TRUE,0,Status,5,0,1,self,Psychic
yanma,rest,TRUE,0,Status,5,0,1,self,Psychic
wooper,rest,TRUE,0,Status,5,0,1,self,Psychic
wooper-paldea,rest,TRUE,0,Status,5,0,1,self,Psychic
quagsire,rest,TRUE,0,Status,5,0,1,self,Psychic
espeon,rest,TRUE,0,Status,5,0,1,self,Psychic
umbreon,rest,TRUE,0,Status,5,0,1,self,Psychic
murkrow,rest,TRUE,0,Status,5,0,1,self,Psychic
slowking,rest,TRUE,0,Status,5,0,1,self,Psychic
slowking-galar,rest,TRUE,0,Status,5,0,1,self,Psychic
misdreavus,rest,TRUE,0,Status,5,0,1,self,Psychic
girafarig,rest,TRUE,0,Status,5,0,1,self,Psychic
pineco,rest,TRUE,0,Status,5,0,1,self,Psychic
forretress,rest,TRUE,0,Status,5,0,1,self,Psychic
dunsparce,rest,TRUE,0,Status,5,0,1,self,Psychic
gligar,rest,TRUE,0,Status,5,0,1,self,Psychic
steelix,rest,TRUE,0,Status,5,0,1,self,Psychic
snubbull,rest,TRUE,0,Status,5,0,1,self,Psychic
granbull,rest,TRUE,0,Status,5,0,1,self,Psychic
qwilfish,rest,TRUE,0,Status,5,0,1,self,Psychic
qwilfish-hisui,rest,TRUE,0,Status,5,0,1,self,Psychic
scizor,rest,TRUE,0,Status,5,0,1,self,Psychic
shuckle,rest,TRUE,0,Status,5,0,1,self,Psychic
heracross,rest,TRUE,0,Status,5,0,1,self,Psychic
sneasel,rest,TRUE,0,Status,5,0,1,self,Psychic
sneasel-hisui,rest,TRUE,0,Status,5,0,1,self,Psychic
teddiursa,rest,TRUE,0,Status,5,0,1,self,Psychic
ursaring,rest,TRUE,0,Status,5,0,1,self,Psychic
slugma,rest,TRUE,0,Status,5,0,1,self,Psychic
magcargo,rest,TRUE,0,Status,5,0,1,self,Psychic
swinub,rest,TRUE,0,Status,5,0,1,self,Psychic
piloswine,rest,TRUE,0,Status,5,0,1,self,Psychic
corsola,rest,TRUE,0,Status,5,0,1,self,Psychic
corsola-galar,rest,TRUE,0,Status,5,0,1,self,Psychic
remoraid,rest,TRUE,0,Status,5,0,1,self,Psychic
octillery,rest,TRUE,0,Status,5,0,1,self,Psychic
delibird,rest,TRUE,0,Status,5,0,1,self,Psychic
mantine,rest,TRUE,0,Status,5,0,1,self,Psychic
skarmory,rest,TRUE,0,Status,5,0,1,self,Psychic
houndour,rest,TRUE,0,Status,5,0,1,self,Psychic
houndoom,rest,TRUE,0,Status,5,0,1,self,Psychic
kingdra,rest,TRUE,0,Status,5,0,1,self,Psychic
phanpy,rest,TRUE,0,Status,5,0,1,self,Psychic
donphan,rest,TRUE,0,Status,5,0,1,self,Psychic
porygon2,rest,TRUE,0,Status,5,0,1,self,Psychic
stantler,rest,TRUE,0,Status,5,0,1,self,Psychic
tyrogue,rest,TRUE,0,Status,5,0,1,self,Psychic
hitmontop,rest,TRUE,0,Status,5,0,1,self,Psychic
smoochum,rest,TRUE,0,Status,5,0,1,self,Psychic
elekid,rest,TRUE,0,Status,5,0,1,self,Psychic
magby,rest,TRUE,0,Status,5,0,1,self,Psychic
miltank,rest,TRUE,0,Status,5,0,1,self,Psychic
blissey,rest,TRUE,0,Status,5,0,1,self,Psychic
raikou,rest,TRUE,0,Status,5,0,1,self,Psychic
entei,rest,TRUE,0,Status,5,0,1,self,Psychic
suicune,rest,TRUE,0,Status,5,0,1,self,Psychic
larvitar,rest,TRUE,0,Status,5,0,1,self,Psychic
pupitar,rest,TRUE,0,Status,5,0,1,self,Psychic
tyranitar,rest,TRUE,0,Status,5,0,1,self,Psychic
lugia,rest,TRUE,0,Status,5,0,1,self,Psychic
ho-oh,rest,TRUE,0,Status,5,0,1,self,Psychic
celebi,rest,TRUE,0,Status,5,0,1,self,Psychic
treecko,rest,TRUE,0,Status,5,0,1,self,Psychic
grovyle,rest,TRUE,0,Status,5,0,1,self,Psychic
sceptile,rest,TRUE,0,Status,5,0,1,self,Psychic
torchic,rest,TRUE,0,Status,5,0,1,self,Psychic
combusken,rest,TRUE,0,Status,5,0,1,self,Psychic
blaziken,rest,TRUE,0,Status,5,0,1,self,Psychic
mudkip,rest,TRUE,0,Status,5,0,1,self,Psychic
marshtomp,rest,TRUE,0,Status,5,0,1,self,Psychic
swampert,rest,TRUE,0,Status,5,0,1,self,Psychic
poochyena,rest,TRUE,0,Status,5,0,1,self,Psychic
mightyena,rest,TRUE,0,Status,5,0,1,self,Psychic
zigzagoon,rest,TRUE,0,Status,5,0,1,self,Psychic
zigzagoon-galar,rest,TRUE,0,Status,5,0,1,self,Psychic
linoone,rest,TRUE,0,Status,5,0,1,self,Psychic
linoone-galar,rest,TRUE,0,Status,5,0,1,self,Psychic
beautifly,rest,TRUE,0,Status,5,0,1,self,Psychic
dustox,rest,TRUE,0,Status,5,0,1,self,Psychic
lotad,rest,TRUE,0,Status,5,0,1,self,Psychic
lombre,rest,TRUE,0,Status,5,0,1,self,Psychic
ludicolo,rest,TRUE,0,Status,5,0,1,self,Psychic
seedot,rest,TRUE,0,Status,5,0,1,self,Psychic
nuzleaf,rest,TRUE,0,Status,5,0,1,self,Psychic
shiftry,rest,TRUE,0,Status,5,0,1,self,Psychic
taillow,rest,TRUE,0,Status,5,0,1,self,Psychic
swellow,rest,TRUE,0,Status,5,0,1,self,Psychic
wingull,rest,TRUE,0,Status,5,0,1,self,Psychic
pelipper,rest,TRUE,0,Status,5,0,1,self,Psychic
ralts,rest,TRUE,0,Status,5,0,1,self,Psychic
kirlia,rest,TRUE,0,Status,5,0,1,self,Psychic
gardevoir,rest,TRUE,0,Status,5,0,1,self,Psychic
surskit,rest,TRUE,0,Status,5,0,1,self,Psychic
masquerain,rest,TRUE,0,Status,5,0,1,self,Psychic
shroomish,rest,TRUE,0,Status,5,0,1,self,Psychic
breloom,rest,TRUE,0,Status,5,0,1,self,Psychic
slakoth,rest,TRUE,0,Status,5,0,1,self,Psychic
vigoroth,rest,TRUE,0,Status,5,0,1,self,Psychic
slaking,rest,TRUE,0,Status,5,0,1,self,Psychic
nincada,rest,TRUE,0,Status,5,0,1,self,Psychic
ninjask,rest,TRUE,0,Status,5,0,1,self,Psychic
shedinja,rest,TRUE,0,Status,5,0,1,self,Psychic
whismur,rest,TRUE,0,Status,5,0,1,self,Psychic
loudred,rest,TRUE,0,Status,5,0,1,self,Psychic
exploud,rest,TRUE,0,Status,5,0,1,self,Psychic
makuhita,rest,TRUE,0,Status,5,0,1,self,Psychic
hariyama,rest,TRUE,0,Status,5,0,1,self,Psychic
azurill,rest,TRUE,0,Status,5,0,1,self,Psychic
nosepass,rest,TRUE,0,Status,5,0,1,self,Psychic
skitty,rest,TRUE,0,Status,5,0,1,self,Psychic
delcatty,rest,TRUE,0,Status,5,0,1,self,Psychic
sableye,rest,TRUE,0,Status,5,0,1,self,Psychic
mawile,rest,TRUE,0,Status,5,0,1,self,Psychic
aron,rest,TRUE,0,Status,5,0,1,self,Psychic
lairon,rest,TRUE,0,Status,5,0,1,self,Psychic
aggron,rest,TRUE,0,Status,5,0,1,self,Psychic
meditite,rest,TRUE,0,Status,5,0,1,self,Psychic
medicham,rest,TRUE,0,Status,5,0,1,self,Psychic
electrike,rest,TRUE,0,Status,5,0,1,self,Psychic
manectric,rest,TRUE,0,Status,5,0,1,self,Psychic
plusle,rest,TRUE,0,Status,5,0,1,self,Psychic
minun,rest,TRUE,0,Status,5,0,1,self,Psychic
volbeat,rest,TRUE,0,Status,5,0,1,self,Psychic
illumise,rest,TRUE,0,Status,5,0,1,self,Psychic
roselia,rest,TRUE,0,Status,5,0,1,self,Psychic
gulpin,rest,TRUE,0,Status,5,0,1,self,Psychic
swalot,rest,TRUE,0,Status,5,0,1,self,Psychic
carvanha,rest,TRUE,0,Status,5,0,1,self,Psychic
sharpedo,rest,TRUE,0,Status,5,0,1,self,Psychic
wailmer,rest,TRUE,0,Status,5,0,1,self,Psychic
wailord,rest,TRUE,0,Status,5,0,1,self,Psychic
numel,rest,TRUE,0,Status,5,0,1,self,Psychic
camerupt,rest,TRUE,0,Status,5,0,1,self,Psychic
torkoal,rest,TRUE,0,Status,5,0,1,self,Psychic
spoink,rest,TRUE,0,Status,5,0,1,self,Psychic
grumpig,rest,TRUE,0,Status,5,0,1,self,Psychic
spinda,rest,TRUE,0,Status,5,0,1,self,Psychic
trapinch,rest,TRUE,0,Status,5,0,1,self,Psychic
vibrava,rest,TRUE,0,Status,5,0,1,self,Psychic
flygon,rest,TRUE,0,Status,5,0,1,self,Psychic
cacnea,rest,TRUE,0,Status,5,0,1,self,Psychic
cacturne,rest,TRUE,0,Status,5,0,1,self,Psychic
swablu,rest,TRUE,0,Status,5,0,1,self,Psychic
altaria,rest,TRUE,0,Status,5,0,1,self,Psychic
zangoose,rest,TRUE,0,Status,5,0,1,self,Psychic
seviper,rest,TRUE,0,Status,5,0,1,self,Psychic
lunatone,rest,TRUE,0,Status,5,0,1,self,Psychic
solrock,rest,TRUE,0,Status,5,0,1,self,Psychic
barboach,rest,TRUE,0,Status,5,0,1,self,Psychic
whiscash,rest,TRUE,0,Status,5,0,1,self,Psychic
corphish,rest,TRUE,0,Status,5,0,1,self,Psychic
crawdaunt,rest,TRUE,0,Status,5,0,1,self,Psychic
baltoy,rest,TRUE,0,Status,5,0,1,self,Psychic
claydol,rest,TRUE,0,Status,5,0,1,self,Psychic
lileep,rest,TRUE,0,Status,5,0,1,self,Psychic
cradily,rest,TRUE,0,Status,5,0,1,self,Psychic
anorith,rest,TRUE,0,Status,5,0,1,self,Psychic
armaldo,rest,TRUE,0,Status,5,0,1,self,Psychic
feebas,rest,TRUE,0,Status,5,0,1,self,Psychic
milotic,rest,TRUE,0,Status,5,0,1,self,Psychic
castform,rest,TRUE,0,Status,5,0,1,self,Psychic
kecleon,rest,TRUE,0,Status,5,0,1,self,Psychic
shuppet,rest,TRUE,0,Status,5,0,1,self,Psychic
banette,rest,TRUE,0,Status,5,0,1,self,Psychic
duskull,rest,TRUE,0,Status,5,0,1,self,Psychic
dusclops,rest,TRUE,0,Status,5,0,1,self,Psychic
tropius,rest,TRUE,0,Status,5,0,1,self,Psychic
chimecho,rest,TRUE,0,Status,5,0,1,self,Psychic
absol,rest,TRUE,0,Status,5,0,1,self,Psychic
snorunt,rest,TRUE,0,Status,5,0,1,self,Psychic
glalie,rest,TRUE,0,Status,5,0,1,self,Psychic
spheal,rest,TRUE,0,Status,5,0,1,self,Psychic
sealeo,rest,TRUE,0,Status,5,0,1,self,Psychic
walrein,rest,TRUE,0,Status,5,0,1,self,Psychic
clamperl,rest,TRUE,0,Status,5,0,1,self,Psychic
huntail,rest,TRUE,0,Status,5,0,1,self,Psychic
gorebyss,rest,TRUE,0,Status,5,0,1,self,Psychic
relicanth,rest,TRUE,0,Status,5,0,1,self,Psychic
luvdisc,rest,TRUE,0,Status,5,0,1,self,Psychic
bagon,rest,TRUE,0,Status,5,0,1,self,Psychic
shelgon,rest,TRUE,0,Status,5,0,1,self,Psychic
salamence,rest,TRUE,0,Status,5,0,1,self,Psychic
metang,rest,TRUE,0,Status,5,0,1,self,Psychic
metagross,rest,TRUE,0,Status,5,0,1,self,Psychic
regirock,rest,TRUE,0,Status,5,0,1,self,Psychic
regice,rest,TRUE,0,Status,5,0,1,self,Psychic
registeel,rest,TRUE,0,Status,5,0,1,self,Psychic
latias,rest,TRUE,0,Status,5,0,1,self,Psychic
latios,rest,TRUE,0,Status,5,0,1,self,Psychic
kyogre,rest,TRUE,0,Status,5,0,1,self,Psychic
groudon,rest,TRUE,0,Status,5,0,1,self,Psychic
rayquaza,rest,TRUE,0,Status,5,0,1,self,Psychic
jirachi,rest,TRUE,0,Status,5,0,1,self,Psychic
deoxys,rest,TRUE,0,Status,5,0,1,self,Psychic
turtwig,rest,TRUE,0,Status,5,0,1,self,Psychic
grotle,rest,TRUE,0,Status,5,0,1,self,Psychic
torterra,rest,TRUE,0,Status,5,0,1,self,Psychic
chimchar,rest,TRUE,0,Status,5,0,1,self,Psychic
monferno,rest,TRUE,0,Status,5,0,1,self,Psychic
infernape,rest,TRUE,0,Status,5,0,1,self,Psychic
piplup,rest,TRUE,0,Status,5,0,1,self,Psychic
prinplup,rest,TRUE,0,Status,5,0,1,self,Psychic
empoleon,rest,TRUE,0,Status,5,0,1,self,Psychic
starly,rest,TRUE,0,Status,5,0,1,self,Psychic
staravia,rest,TRUE,0,Status,5,0,1,self,Psychic
staraptor,rest,TRUE,0,Status,5,0,1,self,Psychic
bidoof,rest,TRUE,0,Status,5,0,1,self,Psychic
bibarel,rest,TRUE,0,Status,5,0,1,self,Psychic
kricketune,rest,TRUE,0,Status,5,0,1,self,Psychic
shinx,rest,TRUE,0,Status,5,0,1,self,Psychic
luxio,rest,TRUE,0,Status,5,0,1,self,Psychic
luxray,rest,TRUE,0,Status,5,0,1,self,Psychic
budew,rest,TRUE,0,Status,5,0,1,self,Psychic
roserade,rest,TRUE,0,Status,5,0,1,self,Psychic
cranidos,rest,TRUE,0,Status,5,0,1,self,Psychic
rampardos,rest,TRUE,0,Status,5,0,1,self,Psychic
shieldon,rest,TRUE,0,Status,5,0,1,self,Psychic
bastiodon,rest,TRUE,0,Status,5,0,1,self,Psychic
wormadam,rest,TRUE,0,Status,5,0,1,self,Psychic
wormadam-sandy,rest,TRUE,0,Status,5,0,1,self,Psychic
wormadam-trash,rest,TRUE,0,Status,5,0,1,self,Psychic
mothim,rest,TRUE,0,Status,5,0,1,self,Psychic
vespiquen,rest,TRUE,0,Status,5,0,1,self,Psychic
pachirisu,rest,TRUE,0,Status,5,0,1,self,Psychic
buizel,rest,TRUE,0,Status,5,0,1,self,Psychic
floatzel,rest,TRUE,0,Status,5,0,1,self,Psychic
cherubi,rest,TRUE,0,Status,5,0,1,self,Psychic
cherrim,rest,TRUE,0,Status,5,0,1,self,Psychic
shellos,rest,TRUE,0,Status,5,0,1,self,Psychic
gastrodon,rest,TRUE,0,Status,5,0,1,self,Psychic
ambipom,rest,TRUE,0,Status,5,0,1,self,Psychic
drifloon,rest,TRUE,0,Status,5,0,1,self,Psychic
drifblim,rest,TRUE,0,Status,5,0,1,self,Psychic
buneary,rest,TRUE,0,Status,5,0,1,self,Psychic
lopunny,rest,TRUE,0,Status,5,0,1,self,Psychic
mismagius,rest,TRUE,0,Status,5,0,1,self,Psychic
honchkrow,rest,TRUE,0,Status,5,0,1,self,Psychic
glameow,rest,TRUE,0,Status,5,0,1,self,Psychic
purugly,rest,TRUE,0,Status,5,0,1,self,Psychic
chingling,rest,TRUE,0,Status,5,0,1,self,Psychic
stunky,rest,TRUE,0,Status,5,0,1,self,Psychic
skuntank,rest,TRUE,0,Status,5,0,1,self,Psychic
bronzor,rest,TRUE,0,Status,5,0,1,self,Psychic
bronzong,rest,TRUE,0,Status,5,0,1,self,Psychic
bonsly,rest,TRUE,0,Status,5,0,1,self,Psychic
mime jr.,rest,TRUE,0,Status,5,0,1,self,Psychic
happiny,rest,TRUE,0,Status,5,0,1,self,Psychic
chatot,rest,TRUE,0,Status,5,0,1,self,Psychic
spiritomb,rest,TRUE,0,Status,5,0,1,self,Psychic
gible,rest,TRUE,0,Status,5,0,1,self,Psychic
gabite,rest,TRUE,0,Status,5,0,1,self,Psychic
garchomp,rest,TRUE,0,Status,5,0,1,self,Psychic
munchlax,rest,TRUE,0,Status,5,0,1,self,Psychic
riolu,rest,TRUE,0,Status,5,0,1,self,Psychic
lucario,rest,TRUE,0,Status,5,0,1,self,Psychic
hippopotas,rest,TRUE,0,Status,5,0,1,self,Psychic
hippowdon,rest,TRUE,0,Status,5,0,1,self,Psychic
skorupi,rest,TRUE,0,Status,5,0,1,self,Psychic
drapion,rest,TRUE,0,Status,5,0,1,self,Psychic
croagunk,rest,TRUE,0,Status,5,0,1,self,Psychic
toxicroak,rest,TRUE,0,Status,5,0,1,self,Psychic
carnivine,rest,TRUE,0,Status,5,0,1,self,Psychic
finneon,rest,TRUE,0,Status,5,0,1,self,Psychic
lumineon,rest,TRUE,0,Status,5,0,1,self,Psychic
mantyke,rest,TRUE,0,Status,5,0,1,self,Psychic
snover,rest,TRUE,0,Status,5,0,1,self,Psychic
abomasnow,rest,TRUE,0,Status,5,0,1,self,Psychic
weavile,rest,TRUE,0,Status,5,0,1,self,Psychic
magnezone,rest,TRUE,0,Status,5,0,1,self,Psychic
lickilicky,rest,TRUE,0,Status,5,0,1,self,Psychic
rhyperior,rest,TRUE,0,Status,5,0,1,self,Psychic
tangrowth,rest,TRUE,0,Status,5,0,1,self,Psychic
electivire,rest,TRUE,0,Status,5,0,1,self,Psychic
magmortar,rest,TRUE,0,Status,5,0,1,self,Psychic
togekiss,rest,TRUE,0,Status,5,0,1,self,Psychic
yanmega,rest,TRUE,0,Status,5,0,1,self,Psychic
leafeon,rest,TRUE,0,Status,5,0,1,self,Psychic
glaceon,rest,TRUE,0,Status,5,0,1,self,Psychic
gliscor,rest,TRUE,0,Status,5,0,1,self,Psychic
mamoswine,rest,TRUE,0,Status,5,0,1,self,Psychic
porygon-z,rest,TRUE,0,Status,5,0,1,self,Psychic
gallade,rest,TRUE,0,Status,5,0,1,self,Psychic
probopass,rest,TRUE,0,Status,5,0,1,self,Psychic
dusknoir,rest,TRUE,0,Status,5,0,1,self,Psychic
froslass,rest,TRUE,0,Status,5,0,1,self,Psychic
rotom,rest,TRUE,0,Status,5,0,1,self,Psychic
uxie,rest,TRUE,0,Status,5,0,1,self,Psychic
mesprit,rest,TRUE,0,Status,5,0,1,self,Psychic
azelf,rest,TRUE,0,Status,5,0,1,self,Psychic
dialga,rest,TRUE,0,Status,5,0,1,self,Psychic
palkia,rest,TRUE,0,Status,5,0,1,self,Psychic
heatran,rest,TRUE,0,Status,5,0,1,self,Psychic
regigigas,rest,TRUE,0,Status,5,0,1,self,Psychic
giratina,rest,TRUE,0,Status,5,0,1,self,Psychic
cresselia,rest,TRUE,0,Status,5,0,1,self,Psychic
phione,rest,TRUE,0,Status,5,0,1,self,Psychic
manaphy,rest,TRUE,0,Status,5,0,1,self,Psychic
darkrai,rest,TRUE,0,Status,5,0,1,self,Psychic
shaymin,rest,TRUE,0,Status,5,0,1,self,Psychic
arceus,rest,TRUE,0,Status,5,0,1,self,Psychic
victini,rest,TRUE,0,Status,5,0,1,self,Psychic
snivy,rest,TRUE,0,Status,5,0,1,self,Psychic
servine,rest,TRUE,0,Status,5,0,1,self,Psychic
serperior,rest,TRUE,0,Status,5,0,1,self,Psychic
tepig,rest,TRUE,0,Status,5,0,1,self,Psychic
pignite,rest,TRUE,0,Status,5,0,1,self,Psychic
emboar,rest,TRUE,0,Status,5,0,1,self,Psychic
oshawott,rest,TRUE,0,Status,5,0,1,self,Psychic
dewott,rest,TRUE,0,Status,5,0,1,self,Psychic
samurott,rest,TRUE,0,Status,5,0,1,self,Psychic
samurott-hisui,rest,TRUE,0,Status,5,0,1,self,Psychic
patrat,rest,TRUE,0,Status,5,0,1,self,Psychic
watchog,rest,TRUE,0,Status,5,0,1,self,Psychic
lillipup,rest,TRUE,0,Status,5,0,1,self,Psychic
herdier,rest,TRUE,0,Status,5,0,1,self,Psychic
stoutland,rest,TRUE,0,Status,5,0,1,self,Psychic
purrloin,rest,TRUE,0,Status,5,0,1,self,Psychic
liepard,rest,TRUE,0,Status,5,0,1,self,Psychic
pansage,rest,TRUE,0,Status,5,0,1,self,Psychic
simisage,rest,TRUE,0,Status,5,0,1,self,Psychic
pansear,rest,TRUE,0,Status,5,0,1,self,Psychic
simisear,rest,TRUE,0,Status,5,0,1,self,Psychic
panpour,rest,TRUE,0,Status,5,0,1,self,Psychic
simipour,rest,TRUE,0,Status,5,0,1,self,Psychic
munna,rest,TRUE,0,Status,5,0,1,self,Psychic
musharna,rest,TRUE,0,Status,5,0,1,self,Psychic
pidove,rest,TRUE,0,Status,5,0,1,self,Psychic
tranquill,rest,TRUE,0,Status,5,0,1,self,Psychic
unfezant,rest,TRUE,0,Status,5,0,1,self,Psychic
blitzle,rest,TRUE,0,Status,5,0,1,self,Psychic
zebstrika,rest,TRUE,0,Status,5,0,1,self,Psychic
roggenrola,rest,TRUE,0,Status,5,0,1,self,Psychic
boldore,rest,TRUE,0,Status,5,0,1,self,Psychic
gigalith,rest,TRUE,0,Status,5,0,1,self,Psychic
woobat,rest,TRUE,0,Status,5,0,1,self,Psychic
swoobat,rest,TRUE,0,Status,5,0,1,self,Psychic
drilbur,rest,TRUE,0,Status,5,0,1,self,Psychic
excadrill,rest,TRUE,0,Status,5,0,1,self,Psychic
audino,rest,TRUE,0,Status,5,0,1,self,Psychic
timburr,rest,TRUE,0,Status,5,0,1,self,Psychic
gurdurr,rest,TRUE,0,Status,5,0,1,self,Psychic
conkeldurr,rest,TRUE,0,Status,5,0,1,self,Psychic
tympole,rest,TRUE,0,Status,5,0,1,self,Psychic
palpitoad,rest,TRUE,0,Status,5,0,1,self,Psychic
seismitoad,rest,TRUE,0,Status,5,0,1,self,Psychic
throh,rest,TRUE,0,Status,5,0,1,self,Psychic
sawk,rest,TRUE,0,Status,5,0,1,self,Psychic
sewaddle,rest,TRUE,0,Status,5,0,1,self,Psychic
swadloon,rest,TRUE,0,Status,5,0,1,self,Psychic
leavanny,rest,TRUE,0,Status,5,0,1,self,Psychic
venipede,rest,TRUE,0,Status,5,0,1,self,Psychic
whirlipede,rest,TRUE,0,Status,5,0,1,self,Psychic
scolipede,rest,TRUE,0,Status,5,0,1,self,Psychic
cottonee,rest,TRUE,0,Status,5,0,1,self,Psychic
whimsicott,rest,TRUE,0,Status,5,0,1,self,Psychic
petilil,rest,TRUE,0,Status,5,0,1,self,Psychic
lilligant,rest,TRUE,0,Status,5,0,1,self,Psychic
lilligant-hisui,rest,TRUE,0,Status,5,0,1,self,Psychic
basculin,rest,TRUE,0,Status,5,0,1,self,Psychic
basculin-white-striped,rest,TRUE,0,Status,5,0,1,self,Psychic
sandile,rest,TRUE,0,Status,5,0,1,self,Psychic
krokorok,rest,TRUE,0,Status,5,0,1,self,Psychic
krookodile,rest,TRUE,0,Status,5,0,1,self,Psychic
darumaka,rest,TRUE,0,Status,5,0,1,self,Psychic
darumaka-galar,rest,TRUE,0,Status,5,0,1,self,Psychic
darmanitan,rest,TRUE,0,Status,5,0,1,self,Psychic
darmanitan-galar,rest,TRUE,0,Status,5,0,1,self,Psychic
maractus,rest,TRUE,0,Status,5,0,1,self,Psychic
dwebble,rest,TRUE,0,Status,5,0,1,self,Psychic
crustle,rest,TRUE,0,Status,5,0,1,self,Psychic
scraggy,rest,TRUE,0,Status,5,0,1,self,Psychic
scrafty,rest,TRUE,0,Status,5,0,1,self,Psychic
sigilyph,rest,TRUE,0,Status,5,0,1,self,Psychic
yamask,rest,TRUE,0,Status,5,0,1,self,Psychic
yamask-galar,rest,TRUE,0,Status,5,0,1,self,Psychic
cofagrigus,rest,TRUE,0,Status,5,0,1,self,Psychic
tirtouga,rest,TRUE,0,Status,5,0,1,self,Psychic
carracosta,rest,TRUE,0,Status,5,0,1,self,Psychic
archen,rest,TRUE,0,Status,5,0,1,self,Psychic
archeops,rest,TRUE,0,Status,5,0,1,self,Psychic
trubbish,rest,TRUE,0,Status,5,0,1,self,Psychic
garbodor,rest,TRUE,0,Status,5,0,1,self,Psychic
zorua,rest,TRUE,0,Status,5,0,1,self,Psychic
zorua-hisui,rest,TRUE,0,Status,5,0,1,self,Psychic
zoroark,rest,TRUE,0,Status,5,0,1,self,Psychic
zoroark-hisui,rest,TRUE,0,Status,5,0,1,self,Psychic
minccino,rest,TRUE,0,Status,5,0,1,self,Psychic
cinccino,rest,TRUE,0,Status,5,0,1,self,Psychic
gothita,rest,TRUE,0,Status,5,0,1,self,Psychic
gothorita,rest,TRUE,0,Status,5,0,1,self,Psychic
gothitelle,rest,TRUE,0,Status,5,0,1,self,Psychic
solosis,rest,TRUE,0,Status,5,0,1,self,Psychic
duosion,rest,TRUE,0,Status,5,0,1,self,Psychic
reuniclus,rest,TRUE,0,Status,5,0,1,self,Psychic
ducklett,rest,TRUE,0,Status,5,0,1,self,Psychic
swanna,rest,TRUE,0,Status,5,0,1,self,Psychic
vanillite,rest,TRUE,0,Status,5,0,1,self,Psychic
vanillish,rest,TRUE,0,Status,5,0,1,self,Psychic
vanilluxe,rest,TRUE,0,Status,5,0,1,self,Psychic
deerling,rest,TRUE,0,Status,5,0,1,self,Psychic
sawsbuck,rest,TRUE,0,Status,5,0,1,self,Psychic
emolga,rest,TRUE,0,Status,5,0,1,self,Psychic
karrablast,rest,TRUE,0,Status,5,0,1,self,Psychic
escavalier,rest,TRUE,0,Status,5,0,1,self,Psychic
foongus,rest,TRUE,0,Status,5,0,1,self,Psychic
amoonguss,rest,TRUE,0,Status,5,0,1,self,Psychic
frillish,rest,TRUE,0,Status,5,0,1,self,Psychic
jellicent,rest,TRUE,0,Status,5,0,1,self,Psychic
alomomola,rest,TRUE,0,Status,5,0,1,self,Psychic
joltik,rest,TRUE,0,Status,5,0,1,self,Psychic
galvantula,rest,TRUE,0,Status,5,0,1,self,Psychic
ferroseed,rest,TRUE,0,Status,5,0,1,self,Psychic
ferrothorn,rest,TRUE,0,Status,5,0,1,self,Psychic
klink,rest,TRUE,0,Status,5,0,1,self,Psychic
klang,rest,TRUE,0,Status,5,0,1,self,Psychic
klinklang,rest,TRUE,0,Status,5,0,1,self,Psychic
eelektrik,rest,TRUE,0,Status,5,0,1,self,Psychic
eelektross,rest,TRUE,0,Status,5,0,1,self,Psychic
elgyem,rest,TRUE,0,Status,5,0,1,self,Psychic
beheeyem,rest,TRUE,0,Status,5,0,1,self,Psychic
litwick,rest,TRUE,0,Status,5,0,1,self,Psychic
lampent,rest,TRUE,0,Status,5,0,1,self,Psychic
chandelure,rest,TRUE,0,Status,5,0,1,self,Psychic
axew,rest,TRUE,0,Status,5,0,1,self,Psychic
fraxure,rest,TRUE,0,Status,5,0,1,self,Psychic
haxorus,rest,TRUE,0,Status,5,0,1,self,Psychic
cubchoo,rest,TRUE,0,Status,5,0,1,self,Psychic
beartic,rest,TRUE,0,Status,5,0,1,self,Psychic
cryogonal,rest,TRUE,0,Status,5,0,1,self,Psychic
shelmet,rest,TRUE,0,Status,5,0,1,self,Psychic
accelgor,rest,TRUE,0,Status,5,0,1,self,Psychic
stunfisk,rest,TRUE,0,Status,5,0,1,self,Psychic
stunfisk-galar,rest,TRUE,0,Status,5,0,1,self,Psychic
mienfoo,rest,TRUE,0,Status,5,0,1,self,Psychic
mienshao,rest,TRUE,0,Status,5,0,1,self,Psychic
druddigon,rest,TRUE,0,Status,5,0,1,self,Psychic
golett,rest,TRUE,0,Status,5,0,1,self,Psychic
golurk,rest,TRUE,0,Status,5,0,1,self,Psychic
pawniard,rest,TRUE,0,Status,5,0,1,self,Psychic
bisharp,rest,TRUE,0,Status,5,0,1,self,Psychic
bouffalant,rest,TRUE,0,Status,5,0,1,self,Psychic
rufflet,rest,TRUE,0,Status,5,0,1,self,Psychic
braviary,rest,TRUE,0,Status,5,0,1,self,Psychic
braviary-hisui,rest,TRUE,0,Status,5,0,1,self,Psychic
vullaby,rest,TRUE,0,Status,5,0,1,self,Psychic
mandibuzz,rest,TRUE,0,Status,5,0,1,self,Psychic
heatmor,rest,TRUE,0,Status,5,0,1,self,Psychic
durant,rest,TRUE,0,Status,5,0,1,self,Psychic
deino,rest,TRUE,0,Status,5,0,1,self,Psychic
